SPEC#: 1, SIZE: 107827, TIME: 0.000000
499.961217	146.296
499.976478	136.442
499.991739	125.83
500.007000	110.922
500.022262	92.9827
500.037524	82.6232
500.052785	100.31
500.068048	115.976
500.083310	135.937
500.098573	136.189
500.113835	164.236
500.129099	108.143
500.144362	51.5448
500.159625	66.9576
500.174889	69.2317
500.190153	51.5448
500.205417	72.5164
500.220682	80.0965
500.235947	77.3171
500.251212	92.4774
500.266477	105.111
500.281742	113.196
500.297008	105.616
500.312274	92.9827
500.327540	108.143
500.342806	77.3171
500.358073	113.196
500.373340	105.364
500.388607	110.922
500.403874	74.7904
500.419141	120.776
500.434409	156.656
500.449677	138.969
500.464945	108.143
500.480214	100.563
500.495483	95.2568
500.510751	100.057
500.526021	97.7835
500.541290	105.616
500.556560	72.2637
500.571829	74.7904
500.587099	113.196
500.602370	82.6232
500.617640	92.9827
500.632911	107.89
500.648182	77.3172
500.663453	87.6766
500.678725	108.143
500.693996	90.2033
500.709268	72.2637
500.724541	59.3776
500.739813	77.3171
500.755086	128.609
500.770359	113.196
500.785632	105.616
500.800905	74.5378
500.816178	105.616
500.831452	113.449
500.846726	100.563
500.862001	118.25
500.877275	161.709
500.892550	159.182
500.907825	113.449
500.923100	110.67
500.938375	103.09
500.953651	51.7975
500.968927	54.3242
500.984203	95.2568
500.999479	133.157
501.014756	148.823
501.030033	95.2567
501.045310	51.5448
501.060587	82.6232
501.075865	128.862
501.091142	121.029
501.106420	90.2033
501.121699	79.8439
501.136977	97.7835
501.152256	92.7301
501.167535	197.588
501.182814	230.941
501.198093	182.681
501.213373	133.663
501.228653	87.6767
501.243933	105.616
501.259213	97.7835
501.274494	97.7835
501.289775	110.417
501.305056	90.456
501.320337	74.7905
501.335618	102.837
501.350900	102.837
501.366182	140.99
501.381464	115.976
501.396747	67.463
501.412029	69.7371
501.427312	118.502
501.442595	113.449
501.457879	85.1499
501.473162	92.7301
501.488446	100.31
501.503730	87.9293
501.519014	92.73
501.534299	118.502
501.549583	131.136
501.564868	100.31
501.580154	92.9827
501.595439	77.0645
501.610725	69.737
501.626011	102.837
501.641297	95.2568
501.656583	67.2104
501.671870	85.1499
501.687157	79.8439
501.702444	67.463
501.717731	87.6767
501.733019	103.09
501.748306	46.7441
501.763594	82.6232
501.778883	102.837
501.794171	82.3706
501.809460	85.1499
501.824749	102.837
501.840038	72.0111
501.855327	87.424
501.870617	113.196
501.885907	123.303
501.901197	169.289
501.916487	156.656
501.931778	136.189
501.947068	80.0965
501.962359	67.2104
501.977651	61.9043
501.992942	77.3172
502.008234	82.6233
502.023526	90.2034
502.038818	82.6233
502.054111	105.616
502.069403	82.6233
502.084696	85.15
502.099989	107.89
502.115283	113.196
502.130576	113.449
502.145870	110.67
502.161164	56.8509
502.176458	54.5768
502.191753	85.15
502.207048	105.616
502.222343	98.0361
502.237638	118.25
502.252933	97.7835
502.268229	69.7371
502.283525	92.7301
502.298821	115.723
502.314117	126.083
502.329414	90.2034
502.344711	102.837
502.360008	113.449
502.375305	85.4026
502.390603	59.3776
502.405901	87.6767
502.421199	100.31
502.436497	118.502
502.451795	138.716
502.467094	136.189
502.482393	100.31
502.497692	92.9827
502.512992	87.9293
502.528291	82.3706
502.543591	118.25
502.558891	128.357
502.574192	138.969
